time,temp,pH,DissolvedOxygen,Conductivity,Turbidity,PermanganateIndex,AmmoniaNitrogen,TotalPhosphorus,TotalNitrogen,District
2021/3/7 0:00,23.4,6.51,4.42,3526.83,12.4,5.11,0.548,0.06,1.709,downstream
2021/3/7 4:00,23.2,6.5,3.57,4477.08,9.32,5.04,0.603,0.061,1.824,downstream
2021/3/7 8:00,22.7,6.74,3.71,1941.74,11.88,4.84,0.322,0.064,1.757,downstream
2021/3/7 12:00,22.9,7.3,8.12,220.45,10.86,4.35,0.187,0.052,1.763,downstream
2021/3/7 16:00,22.9,7.36,8.3,216.53,12.98,4.28,0.184,0.048,1.739,downstream
2021/3/7 20:00,22.9,7.31,6.05,230.5,14.7,5.35,0.154,0.066,1.788,downstream
2021/3/8 0:00,23.1,6.52,4.88,3374.1,13.54,5.35,0.154,0.066,1.788,downstream
2021/3/8 4:00,22.9,6.5,3.8,5616.14,6.56,5.04,0.688,0.059,1.726,downstream
2021/3/8 8:00,22.9,6.49,2.59,5639.1,7.51,5.13,0.624,0.06,1.863,downstream
2021/3/8 12:00,23.4,7.53,8.59,231.01,13.26,4.74,0.164,0.056,1.78,downstream
2021/3/8 16:00,23,7.82,8.3,194.01,12.01,4.86,0.123,0.054,1.755,downstream
2021/3/8 20:00,22.7,7.51,6.7,200.01,11.86,5.07,0.144,0.055,1.844,downstream
2021/3/9 0:00,23.2,6.82,5.43,3851.43,9.88,5.07,0.144,0.055,1.844,downstream
2021/3/9 4:00,23.1,6.77,4.47,5966.19,5.68,4.81,0.655,0.052,1.668,downstream
2021/3/9 8:00,23.2,6.79,3.99,6327.86,6.96,4.65,0.622,0.049,1.667,downstream
2021/3/9 12:00,23.06,7.23,6.96,1907.16,12.6,5.05,0.336,0.059,1.646,downstream
2021/3/9 16:00,23.18,7.86,8.54,199.15,10.94,4.73,0.126,0.051,1.744,downstream
2021/3/9 20:00,22.49,7.54,7.46,193.83,10.76,4.67,0.149,0.046,1.755,downstream
2021/3/10 0:00,22.99,6.82,5.47,4649.13,10.75,4.67,0.149,0.046,1.755,downstream
2021/3/10 4:00,22.98,6.8,4.92,7161.49,6.5,4.65,0.63,0.057,1.645,downstream
2021/3/10 8:00,22.98,6.8,4.37,7687.77,6.84,4.79,0.572,0.056,1.645,downstream
2021/3/10 12:00,23.46,6.92,6.12,5940.91,12.31,5.31,0.59,0.069,1.563,downstream
2021/3/10 16:00,23.08,7.99,9.28,189.11,9.68,5.3,0.078,0.051,1.81,downstream
2021/3/10 20:00,22.62,7.66,8.21,187.75,11.04,4.79,0.115,0.048,1.802,downstream
2021/3/11 0:00,22.37,7.48,7.2,208.45,14.32,4.79,0.115,0.048,1.802,downstream
2021/3/11 4:00,22.26,7.41,6.98,336.38,12.74,4.8,0.132,0.05,1.782,downstream
2021/3/11 8:00,22.49,7.12,6.45,2590.95,10.31,5.11,0.256,0.048,1.784,downstream
2021/3/11 12:00,22.85,7.43,7.4,664.97,11.54,4.97,0.163,0.05,1.764,downstream
2021/3/11 16:00,23.82,8.03,9.34,191.92,9.54,4.97,0.124,0.053,1.849,downstream
2021/3/11 20:00,23.24,7.81,7.83,189.19,11.88,5.01,0.099,0.054,1.834,downstream
2021/3/12 0:00,23.34,6.87,4.49,3142.81,11.32,5.01,0.099,0.054,1.834,downstream
2021/3/12 4:00,23.34,6.91,5.63,4466.62,14.9,5.12,0.423,0.058,1.663,downstream
2021/3/12 8:00,23.35,6.76,5.04,6497.01,9.32,4.92,0.472,0.057,1.671,downstream
2021/3/12 12:00,23.7,6.78,4.41,7165.57,12.56,4.92,0.498,0.06,1.765,downstream
2021/3/12 16:00,24.5,7.79,8.83,1061.41,13.38,5.48,0.196,0.059,1.792,downstream
2021/3/12 20:00,23.46,7.8,7.65,200.68,9.27,5.11,0.097,0.052,1.85,downstream
2021/3/13 0:00,23.34,7.07,4.82,1766.06,12.81,5.11,0.097,0.052,1.85,downstream
2021/3/13 4:00,23.33,6.91,6.26,5233.18,10.11,4.83,0.376,0.054,1.543,downstream
2021/3/13 8:00,23.69,6.71,4.91,6989.12,8.19,4.9,0.445,0.055,1.592,downstream
2021/3/13 12:00,23.94,6.76,5.08,7610.12,10.38,4.64,0.496,0.059,1.57,downstream
2021/3/13 16:00,25.27,7.74,10.4,2669.17,14.99,5.79,0.246,0.065,1.619,downstream
2021/3/13 20:00,24.54,8.44,7.85,205.37,10.64,5.12,0.039,0.054,1.824,downstream
2021/3/14 0:00,23.94,7.72,7,274.43,10.11,5.12,0.039,0.054,1.824,downstream
2021/3/14 4:00,24.07,6.69,3.91,6592.95,12.01,5.18,0.631,0.065,1.594,downstream
2021/3/14 8:00,23.94,6.58,4.11,7321.09,9.55,4.95,0.474,0.058,1.588,downstream
2021/3/14 12:00,24.18,6.79,5.13,8363.67,11.05,5.24,0.524,0.063,1.555,downstream
2021/3/14 16:00,25.26,7.34,9.48,4784.26,20.55,5.81,0.342,0.07,1.506,downstream
2021/3/14 20:00,24.54,6.98,4.88,4592.29,15.78,5.12,0.362,0.063,1.493,downstream
2021/3/15 0:00,24.3,6.74,3.88,7159.34,18.11,5.12,0.362,0.063,1.493,downstream
2021/3/15 4:00,24.22,6.71,3.78,6693.4,15.74,5.12,0.437,0.068,1.531,downstream
2021/3/15 8:00,24.06,6.69,4.8,7544.36,9.98,5,0.389,0.059,1.581,downstream
2021/3/15 12:00,24.3,6.77,4.83,8676.32,12.24,4.86,0.547,0.062,1.446,downstream
2021/3/15 16:00,24.66,6.9,5.87,8376.69,24.06,5.07,0.415,0.071,1.457,downstream
2021/3/15 20:00,24.42,6.79,4.5,8498.47,19.31,5.09,0.461,0.067,1.502,downstream
2021/3/16 0:00,24.31,6.76,4.18,8153.54,24.18,5.09,0.461,0.067,1.502,downstream
2021/3/16 4:00,23.82,7.35,5.75,908.07,13.16,4.9,0.117,0.059,1.683,downstream
2021/3/16 8:00,23.7,6.79,4.67,6846.69,9.7,4.9,0.38,0.059,1.547,downstream
2021/3/16 12:00,24.37,6.74,4.95,8918.24,11.41,5.09,0.413,0.067,1.653,downstream
2021/3/16 16:00,25.12,6.85,6.21,8329.02,27.98,5.39,0.369,0.078,1.508,downstream
2021/3/16 20:00,24.76,6.77,5.92,8699.02,18.7,5.17,0.477,0.073,1.523,downstream
2021/3/17 0:00,24.76,6.82,6.4,8328.81,21.19,5.17,0.477,0.073,1.523,downstream
2021/3/17 4:00,24.63,7.01,5.84,3445.42,27.68,5.88,0.353,0.098,2.046,downstream
2021/3/17 8:00,24.64,6.64,5.43,8070.09,19.92,5.24,0.51,0.076,1.605,downstream
2021/3/17 12:00,24.88,6.69,5.2,8412.85,12.19,5.12,0.487,0.067,1.488,downstream
2021/3/17 16:00,25.12,6.79,5.43,8734.33,19.95,5.2,0.401,0.08,1.497,downstream
2021/3/17 20:00,25.48,7,7.49,7874.54,12.26,5.53,0.396,0.062,1.489,downstream
2021/3/18 0:00,25.24,6.85,6.47,8685.98,10.71,5.53,0.396,0.062,1.489,downstream
2021/3/18 4:00,25,6.76,3.88,7199.7,30.69,5.45,0.432,0.097,1.499,downstream
2021/3/18 8:00,24.76,7.89,7.82,231.76,15.44,5.13,0.026,0.06,1.775,downstream
2021/3/18 12:00,25.17,6.68,5.65,8224.62,13.44,5.13,0.486,0.068,1.48,downstream
2021/3/18 16:00,25.6,6.73,6.67,8322.19,25.03,5.73,0.361,0.082,1.425,downstream
2021/3/18 20:00,25.48,6.94,7.51,8017.76,12.29,5.6,0.305,0.064,1.422,downstream
2021/3/19 0:00,25.6,6.89,6.94,8325.3,12.77,5.6,0.305,0.064,1.422,downstream
2021/3/19 4:00,25.36,6.71,4.47,8223.45,26.44,5.59,0.505,0.097,1.507,downstream
2021/3/19 8:00,25.36,7.83,7.23,556.26,17.35,5.46,0.045,0.063,1.68,downstream
2021/3/19 12:00,26.09,6.89,7.79,7960.59,13.1,5.75,0.31,0.068,1.442,downstream
2021/3/19 16:00,25.96,6.74,6.62,8184.64,25.67,5.86,0.372,0.087,1.381,downstream
2021/3/19 20:00,25.94,7.08,8.27,7963.48,15.61,5.58,0.24,0.063,1.34,downstream
2021/3/20 0:00,26.08,6.99,7.68,8301.92,16.29,5.58,0.24,0.063,1.34,downstream
2021/3/20 4:00,25.97,6.85,6.07,8824.86,36.98,6.44,0.309,0.111,1.563,downstream
2021/3/20 8:00,25.48,7.15,4.94,3012.65,41.98,6.14,0.244,0.104,2.025,downstream
2021/3/20 12:00,26.33,6.96,6.98,7603.11,33.16,6.8,0.353,0.13,1.61,downstream
2021/3/20 16:00,26.69,6.97,8.04,7673.24,38.09,6.15,0.234,0.099,1.348,downstream
2021/3/20 20:00,26.44,7.12,8.57,7838.93,21.12,5.82,0.143,0.075,1.338,downstream
2021/3/21 0:00,26.44,6.96,8.07,8293.35,19.46,5.82,0.143,0.075,1.338,downstream
2021/3/21 4:00,26.21,6.92,6.82,9087.66,26.87,6.31,0.372,0.094,1.458,downstream
2021/3/21 8:00,25.76,6.88,4.41,6549.39,70.04,7.21,0.23,0.155,2.066,downstream
2021/3/21 12:00,25.12,8.48,8.55,231.35,20.39,5.63,0.026,0.076,2.074,downstream
2021/3/21 16:00,24.52,8.77,8.68,216.52,16.77,5.57,0.025,0.064,1.708,downstream
2021/3/21 20:00,23.56,8.15,7.68,202.37,18.08,5.29,0.025,0.059,1.706,downstream
2021/3/22 0:00,23.45,6.97,8.24,6861.13,36.12,5.29,0.025,0.059,1.706,downstream
2021/3/22 4:00,23.8,6.9,6.61,8803.32,33.17,6.45,0.259,0.11,1.479,downstream
2021/3/22 8:00,23.32,6.88,4.55,5791.71,42.94,6.23,0.284,0.111,1.767,downstream
2021/3/22 12:00,22.84,8.05,8.67,220.12,21.15,5.47,0.025,0.068,1.937,downstream
2021/3/22 16:00,22.71,8.31,8.39,200.79,17.38,5.38,0.025,0.062,1.59,downstream
2021/3/22 20:00,22.96,6.97,6.61,5394.26,23.18,6.33,0.227,0.087,1.404,downstream
2021/3/23 0:00,22.47,6.73,7.03,7131.96,25.27,5.81,0.26,0.08,1.269,downstream
2021/3/23 4:00,22.71,6.82,6.42,8444.75,20.67,5.19,0.265,0.072,1.273,downstream
2021/3/23 8:00,22.83,6.75,4.76,8377.35,65.62,6.46,0.491,0.135,1.808,downstream
2021/3/23 12:00,22.48,7.41,7.45,1432.97,33.64,6.07,0.173,0.096,2.018,downstream
2021/3/23 16:00,22.35,8.15,8.71,234.6,21.28,5.58,0.063,0.073,1.968,downstream
2021/3/23 20:00,22.72,6.92,7.49,6623.53,23.2,6.07,0.184,0.078,1.307,downstream
2021/3/24 0:00,22.31,6.79,6.78,7850.77,19.25,5.39,0.457,0.078,1.398,downstream
2021/3/24 4:00,22.23,6.85,6.5,8935.47,15.31,5.32,0.237,0.069,1.351,downstream
2021/3/24 8:00,22.23,6.76,4.95,9883.81,21.26,6.17,0.288,0.106,1.616,downstream
2021/3/24 12:00,22.59,7.07,6.05,4693.72,30.63,6.53,0.248,0.096,1.564,downstream
2021/3/24 16:00,22.59,8.22,8.83,254.83,17.03,5.61,0.045,0.071,1.744,downstream
2021/3/24 20:00,22.84,6.68,6.15,8999.95,20.05,7.66,0.315,0.11,1.66,downstream
2021/3/25 0:00,22.23,6.74,7.25,10238.75,12.06,5.56,0.254,0.081,1.556,downstream
2021/3/25 4:00,22.11,6.64,5.84,11831.54,9.12,5.1,0.314,0.087,1.602,downstream
2021/3/25 8:00,21.87,6.6,5.21,12699.82,8.77,6.21,0.331,0.117,1.828,downstream
2021/3/25 12:00,22.84,6.68,5.26,10087.48,18.65,6.43,0.373,0.117,1.723,downstream
2021/3/25 16:00,24.12,8.07,8.56,278.94,14.82,5.49,0.093,0.072,1.713,downstream
2021/3/25 20:00,23.44,6.93,5.29,3797.89,23.57,6.27,0.269,0.103,1.647,downstream
2021/3/26 0:00,22.95,6.56,5.56,11219.55,16.43,6.16,0.398,0.101,1.737,downstream
2021/3/26 4:00,22.25,6.71,5.93,13125.01,8,5.37,0.399,0.082,1.623,downstream
2021/3/26 8:00,22.11,6.65,5.11,13678.14,8.26,5.4,0.543,0.093,1.745,downstream
2021/3/26 12:00,22.96,6.73,5.71,12371.65,13.58,6.96,0.41,0.147,2.004,downstream
2021/3/26 16:00,24.76,7.96,8.7,297.73,14.09,5.19,0.101,0.069,1.751,downstream
2021/3/26 20:00,23.7,6.73,5.31,8786.15,17.93,5.81,0.343,0.111,1.656,downstream
2021/3/27 0:00,23.55,6.53,5.12,11939.72,11.05,5.14,0.582,0.088,1.74,downstream
2021/3/27 4:00,23.2,6.69,5.74,12547.74,8.94,5.15,0.537,0.079,1.666,downstream
2021/3/27 8:00,23.01,6.71,5.61,13097.53,7.32,4.84,0.451,0.072,1.605,downstream
2021/3/27 12:00,23.55,6.71,5.61,12983.71,10.63,4.89,0.751,0.086,1.637,downstream
2021/3/27 16:00,24.75,7.47,7.46,1926.1,14.01,5.54,0.253,0.069,1.698,downstream
2021/3/27 20:00,23.81,6.66,4.51,9713.23,17.94,4.61,0.43,0.084,1.625,downstream
2021/3/28 0:00,23.68,6.52,4.04,11515.57,15.99,4.66,0.518,0.079,1.648,downstream
2021/3/28 4:00,23.68,6.66,5.67,11589.66,10.57,4.73,0.502,0.082,1.735,downstream
2021/3/28 8:00,23.56,6.57,4.82,12815.34,9.08,4.69,0.592,0.069,1.68,downstream
2021/3/28 12:00,23.8,6.62,4.94,13024.29,10.48,4.37,0.626,0.073,1.644,downstream
2021/3/28 16:00,25,6.83,5.58,8288.49,21.08,4.88,0.428,0.094,1.644,downstream
2021/3/28 20:00,24.42,6.62,4.27,10871.87,25.07,4.88,0.521,0.099,1.643,downstream
2021/3/29 0:00,24.77,6.8,3.83,5718.65,62.43,6.49,0.375,0.164,2.187,downstream
2021/3/29 4:00,24.16,6.51,3.54,10772.58,12.06,5.22,0.536,0.09,1.75,downstream
2021/3/29 8:00,24.04,6.47,3.91,12710.24,9.19,4.45,0.643,0.068,1.675,downstream
2021/3/29 12:00,24.53,6.62,4.94,13108.26,9.87,5.09,0.53,0.077,1.708,downstream
2021/3/29 16:00,25.96,6.94,6.75,7462.79,42.45,5.7,0.32,0.138,2.011,downstream
2021/3/29 20:00,25.68,6.63,4.81,11141.98,24.25,4.85,0.583,0.098,1.624,downstream
2021/3/30 0:00,25.96,6.53,3.08,11176,34.59,4.93,0.578,0.106,1.646,downstream
2021/3/30 4:00,24.75,7.87,6.99,343.37,19.09,5.26,0.064,0.085,1.993,downstream
2021/3/30 8:00,25.36,6.45,4.32,11775.38,11.57,4.5,0.538,0.065,1.659,downstream
2021/3/30 12:00,25.6,6.55,4.39,12581.6,9.57,4.73,0.543,0.068,1.592,downstream
2021/3/30 16:00,26.93,6.75,5.77,10207.28,35.45,5.23,0.461,0.108,1.609,downstream
2021/3/30 20:00,27.77,6.75,6.14,11596.63,21.07,4.89,0.451,0.081,1.663,downstream
2021/3/31 0:00,26.55,6.56,4.57,12109.92,22.54,5.22,0.599,0.091,1.844,downstream
2021/3/31 4:00,25.54,6.82,2.96,4661.6,32.27,5.14,0.435,0.113,1.831,downstream
2021/3/31 8:00,25.72,6.5,3.69,10789.75,10.82,4.98,0.595,0.078,1.836,downstream
2021/3/31 12:00,26.2,6.54,4.66,12028.46,10.9,4.66,0.531,0.071,1.901,downstream
2021/3/31 16:00,26.45,6.6,5.02,12077.64,27.43,4.48,0.541,0.087,1.832,downstream
2021/3/31 20:00,26.57,6.76,6.41,12044.46,10.37,4.56,0.515,0.063,1.584,downstream
2021/4/1 0:00,26.42,6.62,5.3,12398.98,14.99,4.56,0.515,0.063,1.584,downstream
2021/4/1 4:00,26.18,6.58,3.44,10560.54,20.92,5.14,0.693,0.109,1.874,downstream
2021/4/1 8:00,25.72,7.72,5.84,377.56,48.28,6.55,0.101,0.17,2.191,downstream
2021/4/1 12:00,26.33,6.63,5.62,11731.03,14.88,4.87,0.461,0.074,1.591,downstream
2021/4/1 16:00,26.69,6.98,6.2,10922.77,46.1,5.4,0.448,0.121,1.828,downstream
2021/4/1 20:00,27,7.19,8.06,11532.2,15.19,5.63,0.42,0.081,1.76,downstream
2021/4/2 0:00,27.05,7.07,6.81,12377.12,16.02,5.63,0.42,0.081,1.76,downstream
2021/4/2 4:00,27,6.92,4.52,11892.33,23.76,9.55,0.341,0.169,2.618,downstream
2021/4/2 8:00,25.84,7.19,4.07,3631.27,53.5,7.79,0.289,0.219,2.469,downstream
2021/4/2 12:00,27.41,7.13,7.82,11368.85,20.92,9.2,0.251,0.166,2.016,downstream
2021/4/2 16:00,27.29,7.04,7.62,10829.81,55.42,8.24,0.267,0.188,1.974,downstream
2021/4/2 20:00,27.41,7.47,9.59,10649.94,11.42,6.04,0.194,0.086,1.587,downstream
2021/4/3 0:00,27.41,7.24,7.91,10977.63,12.02,6.04,0.194,0.086,1.587,downstream
2021/4/3 4:00,27.29,7.01,5.72,10815.48,23.16,11.11,0.377,0.265,3.215,downstream
2021/4/3 8:00,26.81,6.9,3.11,8779.86,23.75,6.95,0.395,0.168,2.207,downstream
2021/4/3 12:00,26.69,7.85,6.89,352.76,38.45,5.64,0.107,0.124,1.96,downstream
2021/4/3 16:00,27.65,7.07,7.13,9860.06,40.52,10.45,0.337,0.289,2.813,downstream
2021/4/3 20:00,27.53,7.28,8.81,9893.5,12.84,7.86,0.244,0.117,1.9,downstream
2021/4/4 0:00,27.41,7.08,6.58,11362.8,11.03,7.86,0.244,0.117,1.9,downstream
2021/4/4 4:00,27.36,6.98,4.94,11943.93,11.15,,0.545,0.144,2.231,downstream
2021/4/4 8:00,27.29,6.87,2.59,11082.26,23.88,,0.545,0.144,2.231,downstream
2021/4/4 12:00,28.14,7.73,6.33,1140.15,48.71,6.84,0.202,0.18,2.173,downstream
2021/4/4 16:00,28.14,6.89,4.19,11133.58,30.19,11.32,0.506,0.374,3.468,downstream
2021/4/4 20:00,28.12,7.1,6.3,10534.51,15.26,7.8,0.456,0.144,1.972,downstream
2021/4/5 0:00,27.89,6.89,4.54,12484.76,10.92,7.8,0.456,0.144,1.972,downstream
2021/4/5 4:00,27.76,6.9,3.84,12839.89,10.72,5.88,0.579,0.114,1.934,downstream
2021/4/5 8:00,27.47,6.86,2.32,11851.45,23.49,6.46,0.528,0.159,2.131,downstream
2021/4/5 12:00,27.6,7.43,5.72,4202.04,53.26,7.07,0.353,0.194,2.167,downstream
2021/4/5 16:00,27.77,8.37,7.47,895.79,31.9,5.99,0.111,0.129,1.826,downstream
2021/4/5 20:00,28.13,6.85,4.36,18183.97,19.37,6.89,0.64,0.166,2.062,downstream
2021/4/6 0:00,27.89,6.94,4.8,20387.72,12.6,6.89,0.64,0.166,2.062,downstream
2021/4/6 4:00,27.88,6.91,3.97,21826.57,10.58,5.13,0.642,0.103,1.917,downstream
2021/4/6 8:00,27.89,6.86,2.58,21688.44,12.37,5.24,0.816,0.111,2.018,downstream
2021/4/6 12:00,28.41,7.15,5.3,12415.2,29.37,6.27,0.374,0.154,1.604,downstream
2021/4/6 16:00,27.89,8.2,6.91,620.6,27.01,5.76,0.123,0.115,1.741,downstream
2021/4/6 20:00,28.98,6.98,6.09,19734.71,20.98,6.38,0.515,0.127,1.886,downstream
2021/4/7 0:00,28.98,7.01,6.46,20726.44,17.68,5.59,0.515,0.104,1.731,downstream
2021/4/7 4:00,28.62,7.03,5.81,22043.28,12.42,5.7,0.456,0.108,1.845,downstream
2021/4/7 8:00,28.5,6.91,3.5,22805.98,12.73,5.32,0.55,0.1,1.828,downstream
2021/4/7 12:00,28.13,7.21,6.03,15761.76,39.73,6.8,0.253,0.155,1.694,downstream
2021/4/7 16:00,27.41,9,7.44,482.38,32.06,6.41,0.056,0.114,1.795,downstream
2021/4/7 20:00,28.37,7,5.23,20584.55,23.61,6.53,0.563,0.146,1.89,downstream
2021/4/8 0:00,28.26,6.94,5.65,21720.68,16.39,6.53,0.563,0.146,1.89,downstream
2021/4/8 4:00,28.15,7.04,6.26,22638.9,13.35,6.29,0.396,0.109,1.861,downstream
2021/4/8 8:00,28.17,6.99,4.88,23157.7,12.01,5.65,0.508,0.098,1.791,downstream
2021/4/8 12:00,28.38,7.13,6.27,19500.5,30.04,6.44,0.409,0.124,1.659,downstream
2021/4/8 16:00,28.62,9.02,7.46,632.97,33.72,7.07,0.061,0.126,1.812,downstream
2021/4/8 20:00,28.49,7.15,7.14,20657.72,29.42,7.05,0.385,0.148,1.887,downstream
2021/4/9 0:00,28.51,7.4,9.77,20702.99,18.34,7.05,0.385,0.148,1.887,downstream
2021/4/9 4:00,28.38,7.05,6.68,22148.38,16.22,6.24,0.402,0.098,1.766,downstream
2021/4/9 8:00,28.25,7.05,5.88,23105.41,15.65,6.22,0.386,0.111,1.893,downstream
2021/4/9 12:00,28.25,7.06,5.48,21786.09,42.94,6.58,0.434,0.148,1.844,downstream
2021/4/9 16:00,26.81,7.8,6.46,4416.47,79.95,7.83,0.293,0.201,2.238,downstream
2021/4/9 20:00,27.75,7.09,5.67,19461.15,26.1,6.07,0.55,0.126,1.76,downstream
2021/4/10 0:00,27.53,6.99,5.52,19787.55,24.87,5.8,0.465,0.109,1.698,downstream
2021/4/10 4:00,27.53,6.78,4.31,21209.6,14.43,5.14,0.648,0.078,1.761,downstream
2021/4/10 8:00,27.36,6.95,4.64,22804.78,15.19,5.2,0.661,0.1,1.864,downstream
2021/4/10 12:00,27.53,6.95,4.33,22598.37,34.03,5.65,0.641,0.143,1.928,downstream
2021/4/10 16:00,26.57,7.47,6.28,8115.15,62.62,7.52,0.299,0.199,2.202,downstream
2021/4/10 20:00,27.05,6.93,4.48,20236.57,22.85,5.08,0.695,0.104,1.803,downstream
2021/4/11 0:00,26.89,6.91,3.48,19876.54,39.32,5.59,0.616,0.159,1.888,downstream
2021/4/11 4:00,26.2,7.01,5.02,19216.35,11.51,4.74,0.688,0.073,1.679,downstream
2021/4/11 8:00,26.69,6.91,4.08,21047.25,10.29,4.96,0.693,0.086,1.848,downstream
2021/4/11 12:00,27.05,6.96,4.32,21588.56,15.81,4.52,0.674,0.089,1.81,downstream
2021/4/11 16:00,27.5,7.14,4.59,13923.17,59.63,6.14,0.525,0.198,2.134,downstream
2021/4/11 20:00,27.41,6.99,4.85,19961.07,12.78,4.75,0.627,0.079,1.735,downstream
2021/4/12 0:00,27.4,6.95,3.76,19441.88,26.12,4.75,0.627,0.079,1.735,downstream
2021/4/12 4:00,27.29,6.9,3.36,19943.58,15.86,4.68,0.736,0.1,1.815,downstream
2021/4/12 8:00,26.93,6.91,4.12,19848.19,9.93,4.82,0.648,0.076,1.802,downstream
2021/4/12 12:00,26.94,8.46,9.95,2940.38,20.27,7.16,0.176,0.078,1.26,downstream
2021/4/12 16:00,26.81,8.89,9.74,280.62,16.39,6.79,0.025,0.081,1.172,downstream
2021/4/12 20:00,26.71,7.48,6.9,6627.93,17.99,5.94,0.291,0.077,1.361,downstream
2021/4/13 0:00,26.93,7.06,3.77,9872.47,16.56,5.94,0.291,0.077,1.361,downstream
2021/4/13 4:00,26.08,7.44,4.26,2236.62,27.72,6.16,0.26,0.094,1.261,downstream
2021/4/13 8:00,26.44,7.03,4.04,8430.2,15.54,5.15,0.431,0.072,1.544,downstream
2021/4/13 12:00,27.06,6.93,3.52,11051.71,12.19,4.78,0.827,0.076,1.699,downstream
2021/4/13 16:00,27.44,6.94,3.18,10752.11,14.24,4.89,0.646,0.075,1.675,downstream
2021/4/13 20:00,28.13,7.12,6.01,10327.36,11.89,5.08,0.63,0.07,1.545,downstream
2021/4/14 0:00,27.53,6.95,3.47,11132.12,11.62,4.88,0.648,0.08,1.68,downstream
2021/4/14 4:00,26.81,7.05,2.21,6985.93,18.29,5.44,0.581,0.113,1.667,downstream
2021/4/14 8:00,27.1,6.84,1.69,10658.77,12.66,5,0.707,0.083,1.75,downstream
2021/4/14 12:00,27.42,6.85,2.89,17683.72,12.61,4.85,0.671,0.081,1.65,downstream
2021/4/14 16:00,27.53,6.87,2.6,17887.34,16.22,4.95,0.768,0.092,1.708,downstream
2021/4/14 20:00,27.89,7.08,6.16,17264.42,9.23,5.3,0.613,0.074,1.607,downstream
2021/4/15 0:00,27.54,6.93,3.68,18088.5,8.79,5.19,0.65,0.081,1.717,downstream
2021/4/15 4:00,27.16,6.92,1.71,14785.48,19.67,,,,,downstream
2021/4/15 8:00,26.81,8.67,7.54,608.26,35.11,7.19,0.025,0.155,1.766,downstream
2021/4/15 12:00,27.65,6.83,3.32,17242.63,10.64,7.19,0.751,0.155,1.766,downstream
2021/4/15 16:00,27.56,6.78,2.45,17743.57,15.38,4.86,0.751,0.155,1.766,downstream
2021/4/15 20:00,28.14,7.06,6.22,16811.51,9.82,5.52,0.581,0.076,1.566,downstream
2021/4/16 0:00,27.65,6.86,2.75,18354.86,9.25,5.52,0.581,0.076,1.566,downstream
2021/4/16 4:00,27.54,6.84,1.25,17510.81,12.11,5.43,0.841,0.107,1.932,downstream
2021/4/16 8:00,27.04,8.1,5.52,1939.22,46.76,7.4,0.1,0.178,1.902,downstream
2021/4/16 12:00,28.61,7.02,5.98,16433.29,10.97,5.91,0.508,0.078,1.637,downstream
2021/4/16 16:00,28.18,6.83,3.24,16928.64,14.45,5.03,0.72,0.082,1.675,downstream
2021/4/16 20:00,28.37,7.08,6.51,16144.84,10.16,5.57,0.511,0.083,1.595,downstream
2021/4/17 0:00,28.01,6.85,3.33,17957.64,8.5,5.33,0.889,0.078,1.715,downstream
2021/4/17 4:00,27.77,6.81,1.42,17792.55,16.67,5.44,0.756,0.109,1.88,downstream
2021/4/17 8:00,27.05,7.26,2.75,5864.77,53.33,7.32,0.41,0.227,2.31,downstream
2021/4/17 12:00,27.53,9.08,9.48,370.9,27.83,7.41,0.025,0.121,1.67,downstream
2021/4/17 16:00,27.42,9.03,9.43,446.34,26.86,7.03,0.028,0.113,1.767,downstream
2021/4/17 20:00,27.23,9.09,9.74,568.82,25.52,7,0.025,0.084,1.284,downstream
2021/4/18 0:00,27.06,7.92,7.32,4826.22,23.66,6.62,0.173,0.078,1.348,downstream
2021/4/18 4:00,26.69,7.89,6.25,1266.47,23.13,6.21,0.082,0.085,1.285,downstream
2021/4/18 8:00,26.69,8.33,7.21,337.98,21.13,5.91,0.027,0.071,1.337,downstream
2021/4/18 12:00,27.04,8.33,8.67,224.2,18.36,6.28,0.025,0.075,1.321,downstream
2021/4/18 16:00,27.06,8.56,8.43,284.39,26.35,6.59,0.05,0.087,1.296,downstream
2021/4/18 20:00,26.69,8.32,8.11,227.75,21.11,6.18,0.032,0.07,1.312,downstream
2021/4/19 0:00,26.57,8.03,7.8,229.53,21.29,5.79,0.051,0.067,1.306,downstream
2021/4/19 4:00,26.45,7.69,7.5,246.22,19.69,5.8,0.062,0.07,1.362,downstream
2021/4/19 8:00,26.45,7.57,7.54,229.76,16.59,5.69,0.061,0.064,1.381,downstream
2021/4/19 12:00,26.52,7.63,7.83,227.54,13.59,5.88,0.081,0.065,1.432,downstream
2021/4/19 16:00,26.69,7.83,7.94,227.35,17.16,5.84,0.063,0.068,1.406,downstream
2021/4/19 20:00,26.33,7.59,7.5,228.29,17.98,5.65,0.07,0.065,1.439,downstream
2021/4/20 0:00,26.23,7.44,7.04,228.2,16.65,5.58,0.081,0.065,1.483,downstream
2021/4/20 4:00,26.21,7.33,6.62,234.29,17.77,5.55,0.096,0.067,1.466,downstream
2021/4/20 8:00,26.33,7.27,6.32,227.59,16.05,5.47,0.114,0.063,1.488,downstream
2021/4/20 12:00,26.8,7.49,7.37,224.47,12.12,5.6,0.09,0.064,1.526,downstream
2021/4/20 16:00,26.93,7.71,8.14,226.11,14.26,5.89,0.082,0.065,1.461,downstream
